Pokemon,Type,Species,Height,Weight,Abilities,EV Yield,Catch Rate,Base Friendship,Base Exp,Growth Rate,Egg Groups,Gender,Egg Cycles,HP Base,HP Min,HP Max,Attack Base,Attack Min,Attack Max,Defense Base,Defense Min,Defense Max,Special Attack Base,Special Attack Min,Special Attack Max,Special Defense Base,Special Defense Min,Special Defense Max,Speed Base,Speed Min,Speed Max
Tangrowth,Grass,Vine Pokémon,2.0 m (6′07″),128.6 kg (283.5 lbs),"1. Chlorophyll, 2. Leaf Guard, Regenerator (hidden ability)",2 Defense,"30 (3.9% with PokéBall, full HP)",50 (normal),187,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",100,310,404,100,184,328,125,229,383,110,202,350,50,94,218,50,94,218
Tapu Bulu,"Grass, Fairy",Land Spirit Pokémon,1.9 m (6′03″),45.5 kg (100.3 lbs),"1. Grassy Surge, Telepathy (hidden ability)",3 Attack,"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,Undiscovered,Genderless,"15 (3,599–3,855 steps)",70,250,344,130,238,394,115,211,361,85,157,295,95,175,317,75,139,273
Tapu Fini,"Water, Fairy",Land Spirit Pokémon,1.3 m (4′03″),21.2 kg (46.7 lbs),"1. Misty Surge, Telepathy (hidden ability)",3 Sp. Def,"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,Undiscovered,Genderless,"15 (3,599–3,855 steps)",70,250,344,75,139,273,115,211,361,95,175,317,130,238,394,85,157,295
Tapu Koko,"Electric, Fairy",Land Spirit Pokémon,1.8 m (5′11″),20.5 kg (45.2 lbs),"1. Electric Surge, Telepathy (hidden ability)",3 Speed,"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,Undiscovered,Genderless,"15 (3,599–3,855 steps)",70,250,344,115,211,361,85,157,295,95,175,317,75,139,273,130,238,394
Tapu Lele,"Psychic, Fairy",Land Spirit Pokémon,1.2 m (3′11″),18.6 kg (41.0 lbs),"1. Psychic Surge, Telepathy (hidden ability)",3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",50 (normal),257,Slow,Undiscovered,Genderless,"15 (3,599–3,855 steps)",70,250,344,85,157,295,75,139,273,130,238,394,115,211,361,95,175,317
Tarountula,Bug,String Ball Pokémon,0.3 m (1′00″),4.0 kg (8.8 lbs),"1. Insomnia, Stakeout (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),42,Erratic,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",35,180,274,41,78,199,45,85,207,29,56,172,40,76,196,20,40,152
Tatsugiri Curly Form,"Dragon, Water",Mimicry Pokémon,0.3 m (1′00″),8.0 kg (17.6 lbs),"1. Commander, Storm Drain (hidden ability)",2 Sp. Atk,"100 (13.1% with PokéBall, full HP)",50 (normal),166,Medium Slow,Water 2,"50% male, 50% female","35 (8,739–8,995 steps)",68,246,340,50,94,218,60,112,240,120,220,372,95,175,317,82,152,289
Tatsugiri Droopy Form,"Dragon, Water",Mimicry Pokémon,0.3 m (1′00″),8.0 kg (17.6 lbs),—,2 Sp. Atk,"100 (13.1% with PokéBall, full HP)",50 (normal),166,Medium Slow,—,"50% male, 50% female","35 (8,739–8,995 steps)",68,246,340,50,94,218,60,112,240,120,220,372,95,175,317,82,152,289
Tatsugiri Stretchy Form,"Dragon, Water",Mimicry Pokémon,0.3 m (1′00″),8.0 kg (17.6 lbs),—,2 Sp. Atk,"100 (13.1% with PokéBall, full HP)",50 (normal),166,Medium Slow,—,"50% male, 50% female","35 (8,739–8,995 steps)",68,246,340,50,94,218,60,112,240,120,220,372,95,175,317,82,152,289
Tauros,Normal,Wild Bull Pokémon,1.4 m (4′07″),88.4 kg (194.9 lbs),"1. Intimidate, 2. Anger Point, Sheer Force (hidden ability)","1 Attack, 1 Speed","45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,Field,"100% male, 0% female","20 (4,884–5,140 steps)",75,260,354,100,184,328,95,175,317,40,76,196,70,130,262,110,202,350
Tauros Combat Breed,Fighting,Wild Bull Pokémon,1.4 m (4′07″),115.0 kg (253.5 lbs),"1. Intimidate, 2. Anger Point, Cud Chew (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,Field,"100% male, 0% female","20 (4,884–5,140 steps)",75,260,354,110,202,350,105,193,339,30,58,174,70,130,262,100,184,328
Tauros Blaze Breed,"Fighting, Fire",Wild Bull Pokémon,1.4 m (4′07″),85.0 kg (187.4 lbs),"1. Intimidate, 2. Anger Point, Cud Chew (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,Field,"100% male, 0% female","20 (4,884–5,140 steps)",75,260,354,110,202,350,105,193,339,30,58,174,70,130,262,100,184,328
Tauros Aqua Breed,"Fighting, Water",Wild Bull Pokémon,1.4 m (4′07″),110.0 kg (242.5 lbs),"1. Intimidate, 2. Anger Point, Cud Chew (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,Field,"100% male, 0% female","20 (4,884–5,140 steps)",75,260,354,110,202,350,105,193,339,30,58,174,70,130,262,100,184,328
Teddiursa,Normal,Little Bear Pokémon,0.6 m (2′00″),8.8 kg (19.4 lbs),"1. Pickup, 2. Quick Feet, Honey Gather (hidden ability)",1 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),66,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,80,148,284,50,94,218,50,94,218,50,94,218,40,76,196
Tentacool,"Water, Poison",Jellyfish Pokémon,0.9 m (2′11″),45.5 kg (100.3 lbs),"1. Clear Body, 2. Liquid Ooze, Rain Dish (hidden ability)",1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),67,Slow,Water 3,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,40,76,196,35,67,185,50,94,218,100,184,328,70,130,262
Tentacruel,"Water, Poison",Jellyfish Pokémon,1.6 m (5′03″),55.0 kg (121.3 lbs),"1. Clear Body, 2. Liquid Ooze, Rain Dish (hidden ability)",2 Sp. Def,"60 (7.8% with PokéBall, full HP)",50 (normal),180,Slow,Water 3,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,70,130,262,65,121,251,80,148,284,120,220,372,100,184,328
Tepig,Fire,Fire Pig Pokémon,0.5 m (1′08″),9.9 kg (21.8 lbs),"1. Blaze, Thick Fat (hidden ability)",1 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",65,240,334,63,117,247,45,85,207,45,85,207,45,85,207,45,85,207
Terapagos Normal Form,Normal,Tera Pokémon,0.2 m (0′08″),6.5 kg (14.3 lbs),1. Tera Shift,1 Defense,"255 (33.3% with PokéBall, full HP)",—,—,Slow,Undiscovered,"50% male, 50% female",—,90,290,384,65,121,251,85,157,295,65,121,251,85,157,295,60,112,240
Terapagos Terastal Form,Normal,Tera Pokémon,0.3 m (1′00″),16.0 kg (35.3 lbs),1. Tera Shell,"2 Defense, 2 Sp. Def","255 (33.3% with PokéBall, full HP)",—,—,Slow,Undiscovered,"50% male, 50% female",—,95,300,394,95,175,317,110,202,350,105,193,339,110,202,350,85,157,295
Terapagos Stellar Form,Normal,Tera Pokémon,1.7 m (5′07″),77.0 kg (169.8 lbs),1. Teraform Zero,3 HP,"255 (33.3% with PokéBall, full HP)",—,—,Slow,Undiscovered,"50% male, 50% female",—,160,430,524,105,193,339,110,202,350,130,238,394,110,202,350,85,157,295
Terrakion,"Rock, Fighting",Cavern Pokémon,1.9 m (6′03″),260.0 kg (573.2 lbs),1. Justified,3 Attack,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),261,Slow,Undiscovered,Genderless,"80 (20,304–20,560 steps)",91,292,386,129,236,392,90,166,306,72,134,267,90,166,306,108,198,346
Thievul,Dark,Fox Pokémon,1.2 m (3′11″),19.9 kg (43.9 lbs),"1. Run Away, 2. Unburden, Stakeout (hidden ability)",2 Sp. Def,"127 (16.6% with PokéBall, full HP)",50 (normal),159,Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,58,108,236,58,108,236,87,161,300,92,170,311,90,166,306
Throh,Fighting,Judo Pokémon,1.3 m (4′03″),55.5 kg (122.4 lbs),"1. Guts, 2. Inner Focus, Mold Breaker (hidden ability)",2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),163,Medium Fast,Human-Like,"100% male, 0% female","20 (4,884–5,140 steps)",120,350,444,100,184,328,85,157,295,30,58,174,85,157,295,45,85,207
Thundurus Incarnate Forme,"Electric, Flying",Bolt Strike Pokémon,1.5 m (4′11″),61.0 kg (134.5 lbs),"1. Prankster, Defiant (hidden ability)",3 Attack,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),290,Slow,Undiscovered,"100% male, 0% female","120 (30,584–30,840 steps)",79,268,362,115,211,361,70,130,262,125,229,383,80,148,284,111,204,353
Thundurus Therian Forme,"Electric, Flying",Bolt Strike Pokémon,3.0 m (9′10″),61.0 kg (134.5 lbs),1. Volt Absorb,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),290,Slow,Undiscovered,"100% male, 0% female","120 (30,584–30,840 steps)",79,268,362,105,193,339,70,130,262,145,265,427,80,148,284,101,186,331
Thwackey,Grass,Beat Pokémon,0.7 m (2′04″),14.0 kg (30.9 lbs),"1. Overgrow, Grassy Surge (hidden ability)",2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Slow,"Field, Grass","87.5% male, 12.5% female","20 (4,884–5,140 steps)",70,250,344,85,157,295,70,130,262,55,103,229,60,112,240,80,148,284
Timburr,Fighting,Muscular Pokémon,0.6 m (2′00″),12.5 kg (27.6 lbs),"1. Guts, 2. Sheer Force, Iron Fist (hidden ability)",1 Attack,"180 (23.5% with PokéBall, full HP)",70 (higher than normal),61,Medium Slow,Human-Like,"75% male, 25% female","20 (4,884–5,140 steps)",75,260,354,80,148,284,55,103,229,25,49,163,35,67,185,35,67,185
Ting-Lu,"Dark, Ground",Ruinous Pokémon,2.7 m (8′10″),699.7 kg (1542.6 lbs),1. Vessel of Ruin,3 Defense,"6 (0.8% with PokéBall, full HP)",0 (lower than normal),285,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",155,420,514,110,202,350,125,229,383,55,103,229,80,148,284,45,85,207
Tinkatink,"Fairy, Steel",Metalsmith Pokémon,0.4 m (1′04″),8.9 kg (19.6 lbs),"1. Mold Breaker, 2. Own Tempo, Pickpocket (hidden ability)",1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),59,Medium Slow,Fairy,"0% male, 100% female","20 (4,884–5,140 steps)",50,210,304,45,85,207,45,85,207,35,67,185,64,119,249,58,108,236
Tinkaton,"Fairy, Steel",Hammer Pokémon,0.7 m (2′04″),112.8 kg (248.7 lbs),"1. Mold Breaker, 2. Own Tempo, Pickpocket (hidden ability)",3 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),253,Medium Slow,Fairy,"0% male, 100% female","20 (4,884–5,140 steps)",85,280,374,75,139,273,77,143,278,70,130,262,105,193,339,94,173,315
Tinkatuff,"Fairy, Steel",Hammer Pokémon,0.7 m (2′04″),59.1 kg (130.3 lbs),"1. Mold Breaker, 2. Own Tempo, Pickpocket (hidden ability)",2 Sp. Def,"90 (11.8% with PokéBall, full HP)",50 (normal),133,Medium Slow,Fairy,"0% male, 100% female","20 (4,884–5,140 steps)",65,240,334,55,103,229,55,103,229,45,85,207,82,152,289,78,144,280
Tirtouga,"Water, Rock",Prototurtle Pokémon,0.7 m (2′04″),16.5 kg (36.4 lbs),"1. Solid Rock, 2. Sturdy, Swift Swim (hidden ability)",1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),71,Medium Fast,"Water 1, Water 3","87.5% male, 12.5% female","30 (7,454–7,710 steps)",54,218,312,78,144,280,103,189,335,53,99,225,45,85,207,22,44,157
Toedscool,"Ground, Grass",Woodear Pokémon,0.9 m (2′11″),33.0 kg (72.8 lbs),1. Mycelium Might,1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),67,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,40,76,196,35,67,185,50,94,218,100,184,328,70,130,262
Toedscruel,"Ground, Grass",Woodear Pokémon,1.9 m (6′03″),58.0 kg (127.9 lbs),1. Mycelium Might,2 Sp. Def,"90 (11.8% with PokéBall, full HP)",50 (normal),180,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,70,130,262,65,121,251,80,148,284,120,220,372,100,184,328
Togedemaru,"Electric, Steel",Roly-Poly Pokémon,0.3 m (1′00″),3.3 kg (7.3 lbs),"1. Iron Barbs, 2. Lightning Rod, Sturdy (hidden ability)",2 Attack,"180 (23.5% with PokéBall, full HP)",50 (normal),152,Medium Fast,"Fairy, Field","50% male, 50% female","10 (2,314–2,570 steps)",65,240,334,98,180,324,63,117,247,40,76,196,73,135,269,96,177,320
Togekiss,"Fairy, Flying",Jubilee Pokémon,1.5 m (4′11″),38.0 kg (83.8 lbs),"1. Hustle, 2. Serene Grace, Super Luck (hidden ability)","2 Sp. Atk, 1 Sp. Def","30 (3.9% with PokéBall, full HP)",50 (normal),245,Fast,"Fairy, Flying","87.5% male, 12.5% female","10 (2,314–2,570 steps)",85,280,374,50,94,218,95,175,317,120,220,372,115,211,361,80,148,284
Togepi,Fairy,Spike Ball Pokémon,0.3 m (1′00″),1.5 kg (3.3 lbs),"1. Hustle, 2. Serene Grace, Super Luck (hidden ability)",1 Sp. Def,"190 (24.8% with PokéBall, full HP)",50 (normal),49,Fast,Undiscovered,"87.5% male, 12.5% female","10 (2,314–2,570 steps)",35,180,274,20,40,152,65,121,251,40,76,196,65,121,251,20,40,152
Togetic,"Fairy, Flying",Happiness Pokémon,0.6 m (2′00″),3.2 kg (7.1 lbs),"1. Hustle, 2. Serene Grace, Super Luck (hidden ability)",2 Sp. Def,"75 (9.8% with PokéBall, full HP)",50 (normal),142,Fast,"Fairy, Flying","87.5% male, 12.5% female","10 (2,314–2,570 steps)",55,220,314,40,76,196,85,157,295,80,148,284,105,193,339,40,76,196
Torchic,Fire,Chick Pokémon,0.4 m (1′04″),2.5 kg (5.5 lbs),"1. Blaze, Speed Boost (hidden ability)",1 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",45,200,294,60,112,240,40,76,196,70,130,262,50,94,218,45,85,207
Torkoal,Fire,Coal Pokémon,0.5 m (1′08″),80.4 kg (177.3 lbs),"1. White Smoke, 2. Drought, Shell Armor (hidden ability)",2 Defense,"90 (11.8% with PokéBall, full HP)",50 (normal),165,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,85,157,295,140,256,416,85,157,295,70,130,262,20,40,152
Tornadus Incarnate Forme,Flying,Cyclone Pokémon,1.5 m (4′11″),63.0 kg (138.9 lbs),"1. Prankster, Defiant (hidden ability)",3 Attack,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),290,Slow,Undiscovered,"100% male, 0% female","120 (30,584–30,840 steps)",79,268,362,115,211,361,70,130,262,125,229,383,80,148,284,111,204,353
Tornadus Therian Forme,Flying,Cyclone Pokémon,1.4 m (4′07″),63.0 kg (138.9 lbs),1. Regenerator,3 Speed,"3 (0.4% with PokéBall, full HP)",90 (higher than normal),290,Slow,Undiscovered,"100% male, 0% female","120 (30,584–30,840 steps)",79,268,362,100,184,328,80,148,284,110,202,350,90,166,306,121,222,375
Torracat,Fire,Fire Cat Pokémon,0.7 m (2′04″),25.0 kg (55.1 lbs),"1. Blaze, Intimidate (hidden ability)",2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Slow,Field,"87.5% male, 12.5% female","15 (3,599–3,855 steps)",65,240,334,85,157,295,50,94,218,80,148,284,50,94,218,90,166,306
Torterra,"Grass, Ground",Continent Pokémon,2.2 m (7′03″),310.0 kg (683.4 lbs),"1. Overgrow, Shell Armor (hidden ability)","2 Attack, 1 Defense","45 (5.9% with PokéBall, full HP)",50 (normal),236,Medium Slow,"Grass, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",95,300,394,109,200,348,105,193,339,75,139,273,85,157,295,56,105,232
Totodile,Water,Big Jaw Pokémon,0.6 m (2′00″),9.5 kg (20.9 lbs),"1. Torrent, Sheer Force (hidden ability)",1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),63,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,65,121,251,64,119,249,44,83,205,48,90,214,43,81,203
Toucannon,"Normal, Flying",Cannon Pokémon,1.1 m (3′07″),26.0 kg (57.3 lbs),"1. Keen Eye, 2. Skill Link, Sheer Force (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),218,Medium Fast,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",80,270,364,120,220,372,75,139,273,75,139,273,75,139,273,60,112,240
Toxapex,"Poison, Water",Brutal Star Pokémon,0.7 m (2′04″),14.5 kg (32.0 lbs),"1. Merciless, 2. Limber, Regenerator (hidden ability)",2 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),173,Medium Fast,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,63,117,247,152,278,443,53,99,225,142,260,421,35,67,185
Toxel,"Electric, Poison",Baby Pokémon,0.4 m (1′04″),11.0 kg (24.3 lbs),"1. Rattled, 2. Static, Klutz (hidden ability)",1 Sp. Atk,"75 (9.8% with PokéBall, full HP)",50 (normal),48,Medium Slow,Undiscovered,"50% male, 50% female","25 (6,169–6,425 steps)",40,190,284,38,72,192,35,67,185,54,101,227,35,67,185,40,76,196
Toxicroak,"Poison, Fighting",Toxic Mouth Pokémon,1.3 m (4′03″),44.4 kg (97.9 lbs),"1. Anticipation, 2. Dry Skin, Poison Touch (hidden ability)",2 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),172,Medium Fast,Human-Like,"50% male, 50% female","20 (4,884–5,140 steps)",83,276,370,106,195,342,65,121,251,86,159,298,65,121,251,85,157,295
Toxtricity Amped Form,"Electric, Poison",Punk Pokémon,1.6 m (5′03″),40.0 kg (88.2 lbs),"1. Punk Rock, 2. Plus, Technician (hidden ability)",2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),176,Medium Slow,Human-Like,"50% male, 50% female","25 (6,169–6,425 steps)",75,260,354,98,180,324,70,130,262,114,209,359,70,130,262,75,139,273
Toxtricity Low Key Form,"Electric, Poison",Punk Pokémon,1.6 m (5′03″),40.0 kg (88.2 lbs),"1. Punk Rock, 2. Minus, Technician (hidden ability)",2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),176,Medium Slow,Human-Like,"50% male, 50% female","25 (6,169–6,425 steps)",75,260,354,98,180,324,70,130,262,114,209,359,70,130,262,75,139,273
Tranquill,"Normal, Flying",Wild Pigeon Pokémon,0.6 m (2′00″),15.0 kg (33.1 lbs),"1. Big Pecks, 2. Super Luck, Rivalry (hidden ability)",2 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),125,Medium Slow,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",62,234,328,77,143,278,62,116,245,50,94,218,42,80,201,65,121,251
Trapinch,Ground,Ant Pit Pokémon,0.7 m (2′04″),15.0 kg (33.1 lbs),"1. Hyper Cutter, 2. Arena Trap, Sheer Force (hidden ability)",1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Slow,"Bug, Dragon","50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,100,184,328,45,85,207,45,85,207,45,85,207,10,22,130
Treecko,Grass,Wood Gecko Pokémon,0.5 m (1′08″),5.0 kg (11.0 lbs),"1. Overgrow, Unburden (hidden ability)",1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"Dragon, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",40,190,284,45,85,207,35,67,185,65,121,251,55,103,229,70,130,262
Trevenant,"Ghost, Grass",Elder Tree Pokémon,1.5 m (4′11″),71.0 kg (156.5 lbs),"1. Natural Cure, 2. Frisk, Harvest (hidden ability)",2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),166,Medium Fast,"Amorphous, Grass","50% male, 50% female","20 (4,884–5,140 steps)",85,280,374,110,202,350,76,141,276,65,121,251,82,152,289,56,105,232
Tropius,"Grass, Flying",Fruit Pokémon,2.0 m (6′07″),100.0 kg (220.5 lbs),"1. Chlorophyll, 2. Solar Power, Harvest (hidden ability)",2 HP,"200 (26.1% with PokéBall, full HP)",50 (normal),161,Slow,"Grass, Monster","50% male, 50% female","25 (6,169–6,425 steps)",99,308,402,68,126,258,83,153,291,72,134,267,87,161,300,51,96,221
Trubbish,Poison,Trash Bag Pokémon,0.6 m (2′00″),31.0 kg (68.3 lbs),"1. Stench, 2. Sticky Hold, Aftermath (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),66,Medium Fast,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,50,94,218,62,116,245,40,76,196,62,116,245,65,121,251
Trumbeak,"Normal, Flying",Bugle Beak Pokémon,0.6 m (2′00″),14.8 kg (32.6 lbs),"1. Keen Eye, 2. Skill Link, Pickup (hidden ability)",2 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),124,Medium Fast,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,85,157,295,50,94,218,40,76,196,50,94,218,75,139,273
Tsareena,Grass,Fruit Pokémon,1.2 m (3′11″),21.4 kg (47.2 lbs),"1. Leaf Guard, 2. Queenly Majesty, Sweet Veil (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),255,Medium Slow,Grass,"0% male, 100% female","20 (4,884–5,140 steps)",72,254,348,120,220,372,98,180,324,50,94,218,98,180,324,72,134,267
Turtonator,"Fire, Dragon",Blast Turtle Pokémon,2.0 m (6′07″),212.0 kg (467.4 lbs),1. Shell Armor,2 Defense,"70 (9.1% with PokéBall, full HP)",50 (normal),170,Medium Fast,"Dragon, Monster","50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,78,144,280,135,247,405,91,168,309,85,157,295,36,69,188
Turtwig,Grass,Tiny Leaf Pokémon,0.4 m (1′04″),10.2 kg (22.5 lbs),"1. Overgrow, Shell Armor (hidden ability)",1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),64,Medium Slow,"Grass, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",55,220,314,68,126,258,64,119,249,45,85,207,55,103,229,31,60,177
Tympole,Water,Tadpole Pokémon,0.5 m (1′08″),4.5 kg (9.9 lbs),"1. Swift Swim, 2. Hydration, Water Absorb (hidden ability)",1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),59,Medium Slow,Water 1,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,50,94,218,40,76,196,50,94,218,40,76,196,64,119,249
Tynamo,Electric,EleFish Pokémon,0.2 m (0′08″),0.3 kg (0.7 lbs),1. Levitate,1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),55,Slow,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",35,180,274,55,103,229,40,76,196,45,85,207,40,76,196,60,112,240
Type: Null,Normal,Synthetic Pokémon,1.9 m (6′03″),120.5 kg (265.7 lbs),1. Battle Armor,2 HP,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),107,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",95,300,394,95,175,317,95,175,317,95,175,317,95,175,317,59,110,238
Typhlosion,Fire,Volcano Pokémon,1.7 m (5′07″),79.5 kg (175.3 lbs),"1. Blaze, Flash Fire (hidden ability)",3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),267,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",78,266,360,84,155,293,78,144,280,109,200,348,85,157,295,100,184,328
